,truth_int,duration,start,end
0,3,976,0:00:41,0:16:57
1,3,1513,0:16:57,0:42:10
2,2,1445,0:42:10,1:06:15
3,3,1892,1:06:15,1:37:47
4,3,827,1:37:47,1:51:34
5,3,991,1:51:34,2:08:05
6,1,1230,2:08:05,2:28:35
7,3,1007,2:28:35,2:45:22
8,3,462,2:45:22,2:53:04
