,truth_int,duration,start,end
0,3,379,0:00:54,0:07:13
1,2,611,0:07:13,0:17:24
2,2,451,0:17:24,0:24:55
3,3,598,0:24:55,0:34:53
4,0,782,0:34:53,0:47:55
5,0,660,0:47:55,0:58:55
6,3,669,0:58:55,1:10:04
7,0,851,1:10:04,1:24:15
8,3,541,1:24:15,1:33:16
