,truth_int,duration,start,end
0,3,566,0:00:41,0:10:07
1,2,762,0:10:07,0:22:49
2,3,635,0:22:49,0:33:24
3,3,620,0:33:24,0:43:44
4,3,798,0:43:44,0:57:02
5,0,721,0:57:02,1:09:03
6,0,886,1:09:03,1:23:49
7,3,1096,1:23:49,1:42:05
8,3,679,1:42:05,1:53:24
